Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
VCT 2025: Americas Stage 2,Group Stage,Week 2,2Game Esports vs G2 Esports,Haven,2Game Esports,3,2,0,0,9,1,3,0
VCT 2025: Americas Stage 2,Group Stage,Week 2,2Game Esports vs G2 Esports,Haven,G2 Esports,9,1,3,0,3,2,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 2,FURIA vs Sentinels,Sunset,FURIA,3,0,1,0,8,0,3,2
VCT 2025: Americas Stage 2,Group Stage,Week 2,FURIA vs Sentinels,Sunset,Sentinels,8,0,3,2,3,0,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 2,FURIA vs Sentinels,Icebox,FURIA,0,0,0,0,10,2,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 2,FURIA vs Sentinels,Icebox,Sentinels,10,2,1,0,0,0,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 2,100 Thieves vs KRÜ Esports,Corrode,100 Thieves,9,0,3,1,2,2,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 2,100 Thieves vs KRÜ Esports,Corrode,KRÜ Esports,2,2,0,0,9,0,3,1
VCT 2025: Americas Stage 2,Group Stage,Week 2,100 Thieves vs KRÜ Esports,Bind,100 Thieves,8,2,2,1,3,0,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 2,100 Thieves vs KRÜ Esports,Bind,KRÜ Esports,3,0,1,1,8,2,2,1
VCT 2025: Americas Stage 2,Group Stage,Week 2,NRG vs LOUD,Haven,Mega Minors,7,4,2,0,1,0,2,1
VCT 2025: Americas Stage 2,Group Stage,Week 2,NRG vs LOUD,Haven,LOUD,1,0,2,1,7,4,2,0
VCT 2025: Americas Stage 2,Group Stage,Week 2,NRG vs LOUD,Corrode,Mega Minors,11,2,0,0,4,2,3,0
VCT 2025: Americas Stage 2,Group Stage,Week 2,NRG vs LOUD,Corrode,LOUD,4,2,3,0,11,2,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 2,Cloud9 vs Evil Geniuses,Lotus,Cloud9,10,0,2,1,3,1,3,0
VCT 2025: Americas Stage 2,Group Stage,Week 2,Cloud9 vs Evil Geniuses,Lotus,Evil Geniuses,3,1,3,0,10,0,2,1
VCT 2025: Americas Stage 2,Group Stage,Week 2,Cloud9 vs Evil Geniuses,Haven,Cloud9,8,4,1,0,7,2,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 2,Cloud9 vs Evil Geniuses,Haven,Evil Geniuses,7,2,1,0,8,4,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 2,MIBR vs LEVIATÁN,Lotus,MIBR,3,1,2,2,9,1,2,1
VCT 2025: Americas Stage 2,Group Stage,Week 2,MIBR vs LEVIATÁN,Lotus,LEVIATÁN,9,1,2,1,3,1,2,2
VCT 2025: Americas Stage 2,Group Stage,Week 2,MIBR vs LEVIATÁN,Sunset,MIBR,2,0,0,1,9,2,2,0
VCT 2025: Americas Stage 2,Group Stage,Week 2,MIBR vs LEVIATÁN,Sunset,LEVIATÁN,9,2,2,0,2,0,0,1
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,Corrode,2Game Esports,5,3,4,0,8,2,3,1
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,Corrode,FURIA,8,2,3,1,5,3,4,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,Sunset,2Game Esports,7,0,6,0,1,2,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,Sunset,FURIA,1,2,0,0,7,0,6,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,Ascent,2Game Esports,8,3,2,0,1,0,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,Ascent,FURIA,1,0,1,0,8,3,2,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,Lotus,LEVIATÁN,4,1,1,1,7,2,4,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,Lotus,Mega Minors,7,2,4,0,4,1,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,Haven,LEVIATÁN,8,1,5,0,3,4,5,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,Haven,Mega Minors,3,4,5,0,8,1,5,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,Icebox,LEVIATÁN,6,4,1,0,6,5,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,Icebox,Mega Minors,6,5,1,1,6,4,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,Lotus,Sentinels,4,1,7,1,1,2,2,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,Lotus,Cloud9,1,2,2,0,4,1,7,1
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,Haven,Sentinels,6,4,3,0,2,5,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,Haven,Cloud9,2,5,1,1,6,4,3,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,Icebox,MIBR,6,4,3,0,5,3,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,Icebox,100 Thieves,5,3,1,1,6,4,3,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,Bind,MIBR,11,2,1,0,7,5,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,Bind,100 Thieves,7,5,0,0,11,2,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,Corrode,G2 Esports,8,1,1,1,6,3,4,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,Corrode,Evil Geniuses,6,3,4,0,8,1,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,Haven,G2 Esports,6,0,7,0,4,0,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,Haven,Evil Geniuses,4,0,0,0,6,0,7,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,Ascent,G2 Esports,12,1,0,0,3,0,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,Ascent,Evil Geniuses,3,0,1,0,12,1,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,Haven,LOUD,5,0,1,1,11,1,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,Haven,KRÜ Esports,11,1,1,0,5,0,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,Bind,LOUD,11,0,1,1,5,0,4,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,Bind,KRÜ Esports,5,0,4,0,11,0,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,Ascent,LOUD,3,0,1,0,7,4,2,0
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,Ascent,KRÜ Esports,7,4,2,0,3,0,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9 vs 2Game Esports,Bind,Cloud9,8,0,5,0,0,1,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9 vs 2Game Esports,Bind,2Game Esports,0,1,0,0,8,0,5,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9 vs 2Game Esports,Lotus,Cloud9,7,2,4,0,5,1,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9 vs 2Game Esports,Lotus,2Game Esports,5,1,1,0,7,2,4,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR vs NRG,Lotus,MIBR,7,2,4,0,7,2,5,1
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR vs NRG,Lotus,Mega Minors,7,2,5,1,7,2,4,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR vs NRG,Bind,MIBR,4,3,2,1,7,3,2,1
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR vs NRG,Bind,Mega Minors,7,3,2,1,4,3,2,1
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Lotus,Sentinels,8,1,3,1,4,1,2,1
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Lotus,Evil Geniuses,4,1,2,1,8,1,3,1
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Corrode,Sentinels,8,1,4,0,2,1,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Corrode,Evil Geniuses,2,1,1,0,8,1,4,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,Bind,LEVIATÁN,5,1,0,0,8,0,5,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,Bind,KRÜ Esports,8,0,5,0,5,1,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,Haven,LEVIATÁN,7,1,4,1,4,1,5,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,Haven,KRÜ Esports,4,1,5,0,7,1,4,1
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,Ascent,LEVIATÁN,7,0,6,0,1,3,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,Ascent,KRÜ Esports,1,3,0,0,7,0,6,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,Corrode,FURIA,0,0,2,0,8,4,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,Corrode,G2 Esports,8,4,1,0,0,0,2,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,Ascent,FURIA,3,0,1,1,7,3,1,2
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,Ascent,G2 Esports,7,3,1,2,3,0,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,Sunset,LOUD,10,3,0,0,2,0,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,Sunset,100 Thieves,2,0,0,0,10,3,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,Bind,LOUD,3,0,4,0,6,3,4,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,Bind,100 Thieves,6,3,4,0,3,0,4,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,Lotus,LOUD,6,1,4,1,11,1,2,0
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,Lotus,100 Thieves,11,1,2,0,6,1,4,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Sunset,KRÜ Esports,12,0,1,0,4,2,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Sunset,Mega Minors,4,2,0,0,12,0,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Lotus,KRÜ Esports,3,0,2,2,9,2,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Lotus,Mega Minors,9,2,1,1,3,0,2,2
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Haven,KRÜ Esports,5,0,0,0,10,0,2,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Haven,Mega Minors,10,0,2,1,5,0,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Haven,100 Thieves,8,0,4,1,6,0,3,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Haven,LEVIATÁN,6,0,3,1,8,0,4,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Sunset,100 Thieves,8,0,1,1,8,1,4,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Sunset,LEVIATÁN,8,1,4,0,8,0,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Lotus,100 Thieves,2,0,0,0,5,1,6,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Lotus,LEVIATÁN,5,1,6,1,2,0,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Corrode,FURIA,5,1,0,0,8,2,3,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Corrode,Evil Geniuses,8,2,3,0,5,1,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Ascent,FURIA,7,0,1,1,8,2,2,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Ascent,Evil Geniuses,8,2,2,1,7,0,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Sunset,2Game Esports,7,2,4,0,6,1,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Sunset,Sentinels,6,1,1,1,7,2,4,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Lotus,2Game Esports,4,0,0,0,7,0,4,2
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Lotus,Sentinels,7,0,4,2,4,0,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Haven,2Game Esports,3,0,1,0,9,3,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Haven,Sentinels,9,3,1,0,3,0,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,G2 Esports vs Cloud9,Ascent,G2 Esports,9,2,1,1,6,0,2,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,G2 Esports vs Cloud9,Ascent,Cloud9,6,0,2,0,9,2,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,G2 Esports vs Cloud9,Lotus,G2 Esports,7,1,4,1,4,0,5,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,G2 Esports vs Cloud9,Lotus,Cloud9,4,0,5,0,7,1,4,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR vs LOUD,Icebox,MIBR,3,2,7,1,5,1,5,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR vs LOUD,Icebox,LOUD,5,1,5,0,3,2,7,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR vs LOUD,Sunset,MIBR,8,0,4,1,6,1,3,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR vs LOUD,Sunset,LOUD,6,1,3,0,8,0,4,1
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Corrode,LEVIATÁN,4,1,4,1,5,2,6,0
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Corrode,Cloud9,5,2,6,0,4,1,4,1
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Haven,LEVIATÁN,9,3,1,0,5,5,0,0
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Haven,Cloud9,5,5,0,0,9,3,1,0
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Lotus,LEVIATÁN,5,3,3,0,6,3,4,0
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Lotus,Cloud9,6,3,4,0,5,3,3,0
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,Sunset,G2 Esports,7,0,5,1,3,0,1,0
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,Sunset,100 Thieves,3,0,1,0,7,0,5,1
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,Haven,G2 Esports,8,3,2,0,2,1,2,0
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,Haven,100 Thieves,2,1,2,0,8,3,2,0
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Corrode,Sentinels,6,2,2,3,5,2,1,2
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Corrode,Cloud9,5,2,1,2,6,2,2,3
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Icebox,Sentinels,4,3,2,0,6,3,3,1
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Icebox,Cloud9,6,3,3,1,4,3,2,0
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Lotus,Sentinels,6,4,3,0,5,3,2,0
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Lotus,Cloud9,5,3,2,0,6,4,3,0
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,Corrode,Mega Minors,9,1,2,1,4,0,5,1
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,Corrode,G2 Esports,4,0,5,1,9,1,2,1
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,Sunset,Mega Minors,8,0,3,0,8,1,4,0
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,Sunset,G2 Esports,8,1,4,0,8,0,3,0
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,Bind,Mega Minors,4,0,3,0,8,0,5,0
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,Bind,G2 Esports,8,0,5,0,4,0,3,0
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,Lotus,LEVIATÁN,11,0,2,1,7,2,2,1
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,Lotus,KRÜ Esports,7,2,2,1,11,0,2,1
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,Sunset,LEVIATÁN,2,0,4,0,8,2,3,0
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,Sunset,KRÜ Esports,8,2,3,0,2,0,4,0
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,Haven,LEVIATÁN,8,0,5,0,4,1,3,0
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,Haven,KRÜ Esports,4,1,3,0,8,0,5,0
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,100 Thieves vs Evil Geniuses,Bind,100 Thieves,9,0,3,1,2,2,0,0
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,100 Thieves vs Evil Geniuses,Bind,Evil Geniuses,2,2,0,0,9,0,3,1
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,100 Thieves vs Evil Geniuses,Corrode,100 Thieves,10,3,1,0,7,1,4,0
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,100 Thieves vs Evil Geniuses,Corrode,Evil Geniuses,7,1,4,0,10,3,1,0
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,NRG vs LEVIATÁN,Ascent,Mega Minors,9,0,3,1,2,0,0,0
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,NRG vs LEVIATÁN,Ascent,LEVIATÁN,2,0,0,0,9,0,3,1
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,NRG vs LEVIATÁN,Icebox,Mega Minors,9,0,4,0,1,1,0,0
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,NRG vs LEVIATÁN,Icebox,LEVIATÁN,1,1,0,0,9,0,4,0
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,Haven,Cloud9,4,5,3,1,5,1,3,0
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,Haven,100 Thieves,5,1,3,0,4,5,3,1
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,Icebox,Cloud9,10,0,4,0,9,0,3,0
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,Icebox,100 Thieves,9,0,3,0,10,0,4,0
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,Bind,Sentinels,4,2,1,1,7,3,3,0
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,Bind,G2 Esports,7,3,3,0,4,2,1,1
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,Sunset,Sentinels,7,1,1,0,9,1,1,2
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,Sunset,G2 Esports,9,1,1,2,7,1,1,0
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Corrode,Mega Minors,6,0,5,2,2,0,0,0
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Corrode,Cloud9,2,0,0,0,6,0,5,2
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Lotus,Mega Minors,6,2,4,1,4,2,4,0
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Lotus,Cloud9,4,2,4,0,6,2,4,1
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Haven,Mega Minors,7,1,2,0,10,0,2,1
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Haven,Cloud9,10,0,2,1,7,1,2,0
VCT 2025: Americas Stage 2,Showmatch,Override,Team Alpha vs Team Omega,Corrode,Team Alpha,10,2,1,0,3,0,1,0
VCT 2025: Americas Stage 2,Showmatch,Override,Team Alpha vs Team Omega,Corrode,Team Omega,3,0,1,0,10,2,1,0
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Lotus,Sentinels,2,1,1,0,6,1,5,1
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Lotus,Mega Minors,6,1,5,1,2,1,1,0
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Icebox,Sentinels,6,2,3,0,7,2,4,0
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Icebox,Mega Minors,7,2,4,0,6,2,3,0
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Sunset,Sentinels,7,3,3,0,6,1,3,0
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Sunset,Mega Minors,6,1,3,0,7,3,3,0
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Corrode,Sentinels,5,3,0,0,6,5,1,1
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Corrode,Mega Minors,6,5,1,1,5,3,0,0
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Bind,G2 Esports,10,0,3,0,8,0,2,1
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Bind,Mega Minors,8,0,2,1,10,0,3,0
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Lotus,G2 Esports,6,2,5,0,7,0,1,0
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Lotus,Mega Minors,7,0,1,0,6,2,5,0
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Ascent,G2 Esports,8,3,2,0,10,0,0,0
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Ascent,Mega Minors,10,0,0,0,8,3,2,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Icebox,Natus Vincere,10,0,2,1,4,0,0,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Icebox,Apeks,4,0,0,0,10,0,2,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Sunset,Natus Vincere,5,0,1,0,10,1,0,2
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Sunset,Apeks,10,1,0,2,5,0,1,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Corrode,Natus Vincere,10,2,1,0,1,0,0,2
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Corrode,Apeks,1,0,0,2,10,2,1,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,Sunset,Team Vitality,8,1,1,0,10,1,1,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,Sunset,GIANTX,10,1,1,1,8,1,1,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,Bind,Team Vitality,6,1,3,1,8,2,2,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,Bind,GIANTX,8,2,2,1,6,1,3,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Bind,FUT Esports,5,0,2,0,7,4,2,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Bind,Gentle Mates,7,4,2,0,5,0,2,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Sunset,FUT Esports,5,1,6,1,3,1,1,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Sunset,Gentle Mates,3,1,1,0,5,1,6,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Lotus,FUT Esports,10,0,6,0,10,0,4,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Lotus,Gentle Mates,10,0,4,0,10,0,6,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Bind,Team Liquid,10,0,3,0,1,0,3,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Bind,KOI,1,0,3,0,10,0,3,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Icebox,Team Liquid,6,1,3,0,11,0,2,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Icebox,KOI,11,0,2,0,6,1,3,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Lotus,Team Liquid,9,1,3,0,6,1,0,1
