Tournament,Stage,Match Type,Match Name,Map,Team,Type,Initiated,Won
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,All Maps,Team Heretics,Eco (won),8,4
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,All Maps,Team Heretics,$ (won),5,2
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,All Maps,Team Heretics,$$ (won),17,9
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,All Maps,Team Heretics,$$$ (won),34,16
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,All Maps,BBL Esports,Pistol Won,,2
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,All Maps,BBL Esports,Eco (won),10,2
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,All Maps,BBL Esports,$ (won),4,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,All Maps,BBL Esports,$$ (won),16,9
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,All Maps,BBL Esports,$$$ (won),34,21
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Bind,FNATIC,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Bind,FNATIC,Eco (won),3,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Bind,FNATIC,$ (won),0,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Bind,FNATIC,$$ (won),2,2
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Bind,FNATIC,$$$ (won),15,10
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Bind,Karmine Corp,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Bind,Karmine Corp,Eco (won),3,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Bind,Karmine Corp,$ (won),3,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Bind,Karmine Corp,$$ (won),6,3
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Bind,Karmine Corp,$$$ (won),8,2
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Lotus,FNATIC,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Lotus,FNATIC,Eco (won),3,2
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Lotus,FNATIC,$ (won),2,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Lotus,FNATIC,$$ (won),9,4
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Lotus,FNATIC,$$$ (won),9,3
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Lotus,Karmine Corp,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Lotus,Karmine Corp,Eco (won),3,2
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Lotus,Karmine Corp,$ (won),1,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Lotus,Karmine Corp,$$ (won),3,2
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Lotus,Karmine Corp,$$$ (won),16,9
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Icebox,FNATIC,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Icebox,FNATIC,Eco (won),3,2
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Icebox,FNATIC,$ (won),0,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Icebox,FNATIC,$$ (won),4,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Icebox,FNATIC,$$$ (won),17,10
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Icebox,Karmine Corp,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Icebox,Karmine Corp,Eco (won),4,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Icebox,Karmine Corp,$ (won),0,0
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Icebox,Karmine Corp,$$ (won),5,2
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Icebox,Karmine Corp,$$$ (won),15,8
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,All Maps,FNATIC,Pistol Won,,3
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,All Maps,FNATIC,Eco (won),9,5
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,All Maps,FNATIC,$ (won),2,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,All Maps,FNATIC,$$ (won),15,7
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,All Maps,FNATIC,$$$ (won),41,23
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,All Maps,Karmine Corp,Pistol Won,,3
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,All Maps,Karmine Corp,Eco (won),10,4
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,All Maps,Karmine Corp,$ (won),4,1
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,All Maps,Karmine Corp,$$ (won),14,7
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,All Maps,Karmine Corp,$$$ (won),39,19
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Icebox,Apeks,Pistol Won,,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Icebox,Apeks,Eco (won),4,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Icebox,Apeks,$ (won),0,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Icebox,Apeks,$$ (won),10,3
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Icebox,Apeks,$$$ (won),6,3
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Icebox,Karmine Corp,Pistol Won,,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Icebox,Karmine Corp,Eco (won),2,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Icebox,Karmine Corp,$ (won),1,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Icebox,Karmine Corp,$$ (won),6,4
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Icebox,Karmine Corp,$$$ (won),11,6
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Sunset,Apeks,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Sunset,Apeks,Eco (won),3,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Sunset,Apeks,$ (won),2,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Sunset,Apeks,$$ (won),5,3
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Sunset,Apeks,$$$ (won),14,8
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Sunset,Karmine Corp,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Sunset,Karmine Corp,Eco (won),3,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Sunset,Karmine Corp,$ (won),2,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Sunset,Karmine Corp,$$ (won),4,3
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Sunset,Karmine Corp,$$$ (won),15,7
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Lotus,Apeks,Pistol Won,,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Lotus,Apeks,Eco (won),2,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Lotus,Apeks,$ (won),3,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Lotus,Apeks,$$ (won),11,5
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Lotus,Apeks,$$$ (won),8,4
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Lotus,Karmine Corp,Pistol Won,,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Lotus,Karmine Corp,Eco (won),4,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Lotus,Karmine Corp,$ (won),1,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Lotus,Karmine Corp,$$ (won),3,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Lotus,Karmine Corp,$$$ (won),16,9
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,All Maps,Apeks,Pistol Won,,3
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,All Maps,Apeks,Eco (won),9,4
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,All Maps,Apeks,$ (won),5,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,All Maps,Apeks,$$ (won),26,11
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,All Maps,Apeks,$$$ (won),28,15
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,All Maps,Karmine Corp,Pistol Won,,3
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,All Maps,Karmine Corp,Eco (won),9,4
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,All Maps,Karmine Corp,$ (won),4,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,All Maps,Karmine Corp,$$ (won),13,9
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,All Maps,Karmine Corp,$$$ (won),42,22
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Icebox,GIANTX,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Icebox,GIANTX,Eco (won),2,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Icebox,GIANTX,$ (won),1,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Icebox,GIANTX,$$ (won),5,3
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Icebox,GIANTX,$$$ (won),12,9
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Icebox,BBL Esports,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Icebox,BBL Esports,Eco (won),3,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Icebox,BBL Esports,$ (won),1,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Icebox,BBL Esports,$$ (won),6,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Icebox,BBL Esports,$$$ (won),10,4
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Lotus,GIANTX,Pistol Won,,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Lotus,GIANTX,Eco (won),4,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Lotus,GIANTX,$ (won),1,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Lotus,GIANTX,$$ (won),4,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Lotus,GIANTX,$$$ (won),15,8
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Lotus,BBL Esports,Pistol Won,,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Lotus,BBL Esports,Eco (won),2,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Lotus,BBL Esports,$ (won),2,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Lotus,BBL Esports,$$ (won),7,5
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Lotus,BBL Esports,$$$ (won),13,6
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,Eco (won),3,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,$ (won),0,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,$$ (won),8,3
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,$$$ (won),13,9
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,BBL Esports,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,BBL Esports,Eco (won),3,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,BBL Esports,$ (won),2,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,BBL Esports,$$ (won),5,3
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,BBL Esports,$$$ (won),14,7
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,All Maps,GIANTX,Pistol Won,,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,All Maps,GIANTX,Eco (won),9,3
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,All Maps,GIANTX,$ (won),2,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,All Maps,GIANTX,$$ (won),17,8
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,All Maps,GIANTX,$$$ (won),40,26
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,All Maps,BBL Esports,Pistol Won,,4
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,All Maps,BBL Esports,Eco (won),8,4
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,All Maps,BBL Esports,$ (won),5,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,All Maps,BBL Esports,$$ (won),18,10
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,All Maps,BBL Esports,$$$ (won),37,17
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,Eco (won),4,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,$ (won),1,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,$$ (won),2,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,$$$ (won),13,11
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Natus Vincere,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Natus Vincere,Eco (won),3,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Natus Vincere,$ (won),2,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Natus Vincere,$$ (won),5,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Natus Vincere,$$$ (won),10,3
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Sunset,Team Liquid,Pistol Won,,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Sunset,Team Liquid,Eco (won),2,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Sunset,Team Liquid,$ (won),0,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Sunset,Team Liquid,$$ (won),4,3
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Sunset,Team Liquid,$$$ (won),11,8
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Sunset,Natus Vincere,Pistol Won,,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Sunset,Natus Vincere,Eco (won),4,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Sunset,Natus Vincere,$ (won),1,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Sunset,Natus Vincere,$$ (won),5,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Sunset,Natus Vincere,$$$ (won),7,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,Pistol Won,,3
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,Eco (won),6,3
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,$ (won),1,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,$$ (won),6,4
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Team Liquid,$$$ (won),24,19
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Natus Vincere,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Natus Vincere,Eco (won),7,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Natus Vincere,$ (won),3,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Natus Vincere,$$ (won),10,4
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,All Maps,Natus Vincere,$$$ (won),17,5
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Corrode,Gentle Mates,Pistol Won,,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Corrode,Gentle Mates,Eco (won),2,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Corrode,Gentle Mates,$ (won),2,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Corrode,Gentle Mates,$$ (won),5,3
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Corrode,Gentle Mates,$$$ (won),17,7
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Corrode,Team Heretics,Pistol Won,,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Corrode,Team Heretics,Eco (won),4,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Corrode,Team Heretics,$ (won),1,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Corrode,Team Heretics,$$ (won),5,3
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Corrode,Team Heretics,$$$ (won),16,11
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Ascent,Gentle Mates,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Ascent,Gentle Mates,Eco (won),3,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Ascent,Gentle Mates,$ (won),2,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Ascent,Gentle Mates,$$ (won),6,3
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Ascent,Gentle Mates,$$$ (won),15,10
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Ascent,Team Heretics,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Ascent,Team Heretics,Eco (won),3,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Ascent,Team Heretics,$ (won),1,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Ascent,Team Heretics,$$ (won),4,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Ascent,Team Heretics,$$$ (won),18,9
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Bind,Gentle Mates,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Bind,Gentle Mates,Eco (won),3,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Bind,Gentle Mates,$ (won),1,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Bind,Gentle Mates,$$ (won),7,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Bind,Gentle Mates,$$$ (won),7,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Bind,Team Heretics,Pistol Won,,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Bind,Team Heretics,Eco (won),3,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Bind,Team Heretics,$ (won),1,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Bind,Team Heretics,$$ (won),3,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Bind,Team Heretics,$$$ (won),11,9
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,All Maps,Gentle Mates,Pistol Won,,4
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,All Maps,Gentle Mates,Eco (won),8,4
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,All Maps,Gentle Mates,$ (won),5,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,All Maps,Gentle Mates,$$ (won),18,8
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,All Maps,Gentle Mates,$$$ (won),39,19
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,All Maps,Team Heretics,Pistol Won,,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,All Maps,Team Heretics,Eco (won),10,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,All Maps,Team Heretics,$ (won),3,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,All Maps,Team Heretics,$$ (won),12,7
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,All Maps,Team Heretics,$$$ (won),45,29
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Haven,FUT Esports,Pistol Won,,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Haven,FUT Esports,Eco (won),4,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Haven,FUT Esports,$ (won),2,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Haven,FUT Esports,$$ (won),2,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Haven,FUT Esports,$$$ (won),7,1
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Haven,Team Vitality,Pistol Won,,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Haven,Team Vitality,Eco (won),2,2
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Haven,Team Vitality,$ (won),0,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Haven,Team Vitality,$$ (won),3,3
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Haven,Team Vitality,$$$ (won),10,8
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Lotus,FUT Esports,Pistol Won,,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Lotus,FUT Esports,Eco (won),5,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Lotus,FUT Esports,$ (won),1,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Lotus,FUT Esports,$$ (won),1,0
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Lotus,FUT Esports,$$$ (won),11,5
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Lotus,Team Vitality,Pistol Won,,2
