Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,16,EDward Gaming,8.8k,9.1k,Semi-eco: 5-10k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,16,T1,19.0k,2.4k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,17,EDward Gaming,21.2k,1.3k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,17,T1,21.0k,3.5k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,18,EDward Gaming,10.4k,7.5k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,18,T1,19.9k,1.7k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,19,EDward Gaming,21.8k,2.6k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,19,T1,24.5k,6.4k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,20,EDward Gaming,12.9k,6.5k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,20,T1,23.7k,4.8k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,1,EDward Gaming,3.6k,0.3k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,1,T1,3.7k,0.2k,Eco: 0-5k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,2,EDward Gaming,3.3k,7.4k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,2,T1,15.1k,2.6k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,3,EDward Gaming,21.0k,0.3k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,3,T1,13.6k,12.9k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,4,EDward Gaming,22.2k,10.2k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,4,T1,21.6k,1.8k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,5,EDward Gaming,22.8k,15.8k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,5,T1,6.0k,8.9k,Semi-eco: 5-10k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,6,EDward Gaming,22.6k,4.2k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,6,T1,25.6k,7.0k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,7,EDward Gaming,20.7k,4.5k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,7,T1,6.9k,11.7k,Semi-eco: 5-10k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,8,EDward Gaming,8.2k,8.2k,Semi-eco: 5-10k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,8,T1,23.6k,8.7k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,9,EDward Gaming,24.4k,14.6k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,9,T1,14.3k,8.3k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,10,EDward Gaming,24.5k,27.3k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,10,T1,19.9k,1.4k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,11,EDward Gaming,25.2k,14.1k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,11,T1,21.0k,6.9k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,12,EDward Gaming,25.5k,12.5k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,12,T1,24.0k,11.3k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,13,EDward Gaming,3.9k,0.3k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,13,T1,3.6k,0.3k,Eco: 0-5k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,14,EDward Gaming,2.5k,8.4k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,14,T1,14.7k,4.9k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,15,EDward Gaming,20.3k,1.0k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,15,T1,19.2k,13.6k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,16,EDward Gaming,10.8k,6.9k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,16,T1,23.2k,11.6k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,17,EDward Gaming,22.0k,1.2k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,17,T1,24.3k,15.8k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,18,EDward Gaming,17.0k,0.2k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,18,T1,24.4k,16.8k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,19,EDward Gaming,19.7k,3.5k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Bind,19,T1,23.2k,5.8k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,1,EDward Gaming,3.8k,0.2k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,1,T1,3.3k,0.2k,Eco: 0-5k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,2,EDward Gaming,2.9k,9.2k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,2,T1,14.5k,2.4k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,3,EDward Gaming,22.4k,1.2k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,3,T1,15.0k,13.5k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,4,EDward Gaming,22.6k,8.9k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,4,T1,23.0k,0.8k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,5,EDward Gaming,22.8k,6.7k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,5,T1,5.3k,9.0k,Semi-eco: 5-10k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,6,EDward Gaming,12.0k,7.7k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,6,T1,24.4k,4.1k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,7,EDward Gaming,23.4k,9.4k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,7,T1,5.9k,9.7k,Semi-eco: 5-10k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,8,EDward Gaming,22.8k,6.8k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,8,T1,22.3k,0.9k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,9,EDward Gaming,10.2k,7.7k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,9,T1,23.2k,6.4k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,10,EDward Gaming,23.6k,6.0k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,10,T1,7.0k,10.9k,Semi-eco: 5-10k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,11,EDward Gaming,9.3k,8.5k,Semi-eco: 5-10k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,11,T1,24.5k,5.3k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,12,EDward Gaming,21.1k,0.8k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,12,T1,23.9k,8.4k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,13,EDward Gaming,3.6k,0.2k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,13,T1,3.5k,0.4k,Eco: 0-5k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,14,EDward Gaming,2.2k,8.4k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,14,T1,15.2k,4.6k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,15,EDward Gaming,20.8k,0.6k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,15,T1,19.6k,11.6k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,16,EDward Gaming,20.2k,6.7k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,16,T1,20.4k,1.8k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,17,EDward Gaming,7.5k,10.0k,Semi-eco: 5-10k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,17,T1,21.3k,5.3k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,18,EDward Gaming,22.1k,1.0k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,18,T1,23.0k,10.3k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,19,EDward Gaming,23.3k,8.8k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,19,T1,18.9k,1.9k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,20,EDward Gaming,24.3k,8.9k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,20,T1,10.2k,6.7k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,21,EDward Gaming,10.2k,8.7k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,21,T1,24.4k,12.8k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,22,EDward Gaming,23.5k,9.4k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,22,T1,19.4k,4.6k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,23,EDward Gaming,23.6k,18.7k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,23,T1,11.3k,6.6k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,24,EDward Gaming,26.3k,26.7k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,EDward Gaming vs T1,Pearl,24,T1,21.0k,0.5k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,1,Team Vitality,4.1k,0.3k,Eco: 0-5k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,1,G2 Esports,3.6k,0.2k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,2,Team Vitality,14.8k,4.2k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,2,G2 Esports,1.3k,9.7k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,3,Team Vitality,21.1k,11.5k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,3,G2 Esports,21.3k,1.2k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,4,Team Vitality,22.9k,17.0k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,4,G2 Esports,11.6k,7.0k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,5,Team Vitality,21.5k,6.6k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,5,G2 Esports,22.4k,6.5k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,6,Team Vitality,11.8k,10.8k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,6,G2 Esports,20.8k,5.0k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,7,Team Vitality,21.4k,6.6k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,7,G2 Esports,20.4k,3.4k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,8,Team Vitality,19.4k,3.3k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,8,G2 Esports,22.6k,11.0k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,9,Team Vitality,20.9k,7.5k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,9,G2 Esports,19.7k,1.3k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,10,Team Vitality,23.3k,17.0k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,10,G2 Esports,6.3k,7.2k,Semi-eco: 5-10k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,11,Team Vitality,23.9k,21.4k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,11,G2 Esports,20.4k,1.3k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,12,Team Vitality,26.7k,4.6k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,12,G2 Esports,19.9k,1.8k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,13,Team Vitality,3.9k,0.3k,Eco: 0-5k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,13,G2 Esports,3.9k,0.2k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,14,Team Vitality,14.8k,2.5k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,14,G2 Esports,11.5k,0.7k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,15,Team Vitality,19.7k,8.8k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,15,G2 Esports,7.1k,8.0k,Semi-eco: 5-10k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,16,Team Vitality,22.8k,13.7k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,16,G2 Esports,22.1k,1.4k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,17,Team Vitality,21.9k,2.5k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,17,G2 Esports,23.2k,7.8k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,18,Team Vitality,13.6k,7.1k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,18,G2 Esports,23.0k,19.4k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,19,Team Vitality,20.9k,2.3k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,19,G2 Esports,23.1k,16.6k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,20,Team Vitality,20.4k,2.8k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,20,G2 Esports,21.9k,7.0k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,21,Team Vitality,24.0k,6.4k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,21,G2 Esports,18.6k,1.3k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,22,Team Vitality,7.2k,10.9k,Semi-eco: 5-10k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,22,G2 Esports,21.1k,4.7k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,23,Team Vitality,20.4k,5.2k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,23,G2 Esports,23.8k,12.2k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,24,Team Vitality,22.1k,0.8k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,24,G2 Esports,24.1k,17.4k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,25,Team Vitality,24.2k,1.2k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,25,G2 Esports,23.8k,0.8k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,26,Team Vitality,24.2k,1.2k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,26,G2 Esports,24.0k,1.1k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,27,Team Vitality,24.3k,1.1k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,27,G2 Esports,23.5k,1.1k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,28,Team Vitality,24.2k,1.2k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,28,G2 Esports,23.4k,1.7k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,1,Team Vitality,3.5k,0.3k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,1,G2 Esports,3.8k,0.6k,Eco: 0-5k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,2,Team Vitality,2.4k,9.1k,Eco: 0-5k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,2,G2 Esports,15.9k,2.2k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,3,Team Vitality,20.1k,1.5k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,3,G2 Esports,16.1k,12.7k,Semi-buy: 10-20k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,4,Team Vitality,19.1k,2.0k,Semi-buy: 10-20k,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,4,G2 Esports,21.6k,23.3k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,5,Team Vitality,8.0k,9.9k,Semi-eco: 5-10k,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,5,G2 Esports,23.2k,21.7k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,6,Team Vitality,22.0k,16.0k,Full buy: 20k+,Loss
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,6,G2 Esports,24.5k,9.6k,Full buy: 20k+,Win
Champions Tour 2025: Masters Bangkok,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Lotus,7,Team Vitality,20.6k,5.4k,Full buy: 20k+,Loss
