Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agents,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuses
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Haven,Mega Minors,mada,neon,5,,,,,,,,,42,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Haven,Mega Minors,skuba,killjoy,3,2,,,,,,,,71,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Haven,Mega Minors,Ethan,omen,4,1,1,,,1,1,,,76,2,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,All Maps,100 Thieves,Asuna,"neon, raze",5,1,1,,,,,,,44,3,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,All Maps,100 Thieves,eeiu,"fade, sova",4,1,,,,,,,,39,0,3
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,All Maps,100 Thieves,Cryocells,yoru,9,5,1,,3,,,,,58,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,All Maps,100 Thieves,zander,omen,4,2,1,1,1,,,,,52,15,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,All Maps,100 Thieves,Kess,"cypher, vyse",5,,,,1,1,,,,41,2,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,All Maps,LEVIATÁN,C0M,"fade, sova",7,4,1,,1,,,,,61,5,2
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,All Maps,LEVIATÁN,tex,"cypher, vyse",6,4,,1,1,,1,,,58,2,5
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,All Maps,LEVIATÁN,Okeanos,"kayo, neon, omen",10,1,1,,,,,,,57,5,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,All Maps,LEVIATÁN,kiNgg,"omen, viper",8,,1,,1,,,,,41,1,3
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,All Maps,LEVIATÁN,Sato,"neon, raze, yoru",10,5,1,1,,,,,,78,2,2
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Haven,100 Thieves,Asuna,neon,1,,,,,,,,,35,2,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Haven,100 Thieves,eeiu,sova,2,1,,,,,,,,54,0,3
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Haven,100 Thieves,Cryocells,yoru,6,2,,,,,,,,76,0,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Haven,100 Thieves,zander,omen,2,2,1,,,,,,,58,3,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Haven,100 Thieves,Kess,cypher,4,,,,,1,,,,48,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Haven,LEVIATÁN,C0M,sova,3,1,,,,,,,,60,2,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Haven,LEVIATÁN,tex,cypher,3,2,,1,1,,1,,,63,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Haven,LEVIATÁN,Okeanos,neon,3,,1,,,,,,,51,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Haven,LEVIATÁN,kiNgg,omen,3,,,,,,,,,38,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Haven,LEVIATÁN,Sato,yoru,2,2,,,,,,,,52,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Sunset,100 Thieves,Asuna,neon,3,,1,,,,,,,44,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Sunset,100 Thieves,eeiu,sova,2,,,,,,,,,35,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Sunset,100 Thieves,Cryocells,yoru,2,2,1,,2,,,,,50,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Sunset,100 Thieves,zander,omen,,,,1,1,,,,,62,6,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Sunset,100 Thieves,Kess,cypher,1,,,,1,,,,,39,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Sunset,LEVIATÁN,C0M,sova,1,3,1,,,,,,,58,2,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Sunset,LEVIATÁN,tex,vyse,2,1,,,,,,,,54,1,2
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Sunset,LEVIATÁN,Okeanos,kayo,4,,,,,,,,,64,4,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Sunset,LEVIATÁN,kiNgg,omen,2,,1,,,,,,,49,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Sunset,LEVIATÁN,Sato,neon,3,1,1,,,,,,,70,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Lotus,100 Thieves,Asuna,raze,1,1,,,,,,,,52,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Lotus,100 Thieves,eeiu,fade,,,,,,,,,,29,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Lotus,100 Thieves,Cryocells,yoru,1,1,,,1,,,,,48,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Lotus,100 Thieves,zander,omen,2,,,,,,,,,37,6,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Lotus,100 Thieves,Kess,vyse,,,,,,,,,,36,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Lotus,LEVIATÁN,C0M,fade,3,,,,1,,,,,66,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Lotus,LEVIATÁN,tex,vyse,1,1,,,,,,,,57,0,2
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Lotus,LEVIATÁN,Okeanos,omen,3,1,,,,,,,,56,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Lotus,LEVIATÁN,kiNgg,viper,3,,,,1,,,,,37,0,2
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,Lotus,LEVIATÁN,Sato,raze,5,2,,1,,,,,,111,1,2
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,All Maps,FURIA,tuyz,omen,6,,,,,,,,,43,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,All Maps,FURIA,adverso,"fade, vyse",4,1,,,2,,,,,44,3,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,All Maps,FURIA,Urango,"sage, sova",3,1,,,,,,,,42,6,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,All Maps,FURIA,heat,"chamber, viper",1,2,,,2,,,,,39,0,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,All Maps,FURIA,Palla,"neon, yoru",8,2,,,,,,,,62,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,All Maps,Evil Geniuses,supamen,"omen, viper",6,3,,,1,,,,,67,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,All Maps,Evil Geniuses,yay,"chamber, jett",5,5,2,,,,,,,73,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,All Maps,Evil Geniuses,Derrek,"omen, sova",7,1,,,,,,,,56,3,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,All Maps,Evil Geniuses,NaturE,"kayo, sova",2,2,,,,,,,,57,10,2
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,All Maps,Evil Geniuses,icy,"cypher, neon",6,2,1,,,,,,,55,0,2
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Corrode,FURIA,tuyz,omen,2,,,,,,,,,41,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Corrode,FURIA,adverso,fade,3,1,,,1,,,,,52,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Corrode,FURIA,Urango,sage,3,,,,,,,,,43,3,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Corrode,FURIA,heat,viper,,,,,,,,,,21,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Corrode,FURIA,Palla,neon,2,2,,,,,,,,71,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Corrode,Evil Geniuses,supamen,viper,2,2,,,1,,,,,67,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Corrode,Evil Geniuses,yay,chamber,1,3,1,,,,,,,65,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Corrode,Evil Geniuses,Derrek,omen,6,,,,,,,,,56,1,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Corrode,Evil Geniuses,NaturE,sova,1,2,,,,,,,,73,6,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Corrode,Evil Geniuses,icy,neon,5,,1,,,,,,,59,0,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Ascent,FURIA,tuyz,omen,4,,,,,,,,,44,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Ascent,FURIA,adverso,vyse,1,,,,1,,,,,35,2,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Ascent,FURIA,Urango,sova,,1,,,,,,,,41,3,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Ascent,FURIA,heat,chamber,1,2,,,2,,,,,56,0,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Ascent,FURIA,Palla,yoru,6,,,,,,,,,52,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Ascent,Evil Geniuses,supamen,omen,4,1,,,,,,,,67,1,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Ascent,Evil Geniuses,yay,jett,4,2,1,,,,,,,80,0,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Ascent,Evil Geniuses,Derrek,sova,1,1,,,,,,,,55,2,0
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Ascent,Evil Geniuses,NaturE,kayo,1,,,,,,,,,40,4,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Ascent,Evil Geniuses,icy,cypher,1,2,,,,,,,,50,0,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,All Maps,2Game Esports,pryze,"fade, sova",4,2,,,,,,,,41,3,2
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,All Maps,2Game Esports,lz,omen,3,2,,,1,,,,,36,0,1
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,All Maps,2Game Esports,silentzz,"cypher, iso, viper",3,4,2,,,,1,,,62,1,0
