Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,Haven,Cloud9,13,8,5,,100 Thieves,9,5,4,,56:18
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,Icebox,Cloud9,14,4,8,2,100 Thieves,12,4,8,0,58:37
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,Bind,Sentinels,8,5,3,,G2 Esports,13,6,7,,1:00:32
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,Sunset,Sentinels,9,3,6,,G2 Esports,13,4,9,,51:24
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Corrode,Mega Minors,13,10,3,,Cloud9,2,0,2,,35:19
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Lotus,Mega Minors,13,6,7,,Cloud9,10,4,6,,56:24
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Haven,Mega Minors,10,4,6,,Cloud9,13,5,8,,58:24
VCT 2025: Americas Stage 2,Showmatch,Override,Team Alpha vs Team Omega,Corrode,Team Alpha,13,8,5,,Team Omega,4,0,4,,47:37
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Lotus,Sentinels,4,2,2,,Mega Minors,13,3,10,,52:00
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Icebox,Sentinels,11,8,3,,Mega Minors,13,9,4,,56:12
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Sunset,Sentinels,13,5,8,,Mega Minors,10,3,7,,1:05:22
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Corrode,Sentinels,8,1,7,,Mega Minors,13,2,11,,50:12
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Bind,G2 Esports,13,3,10,,Mega Minors,11,2,9,,1:07:17
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Lotus,G2 Esports,13,7,6,,Mega Minors,8,3,5,,45:34
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Ascent,G2 Esports,13,7,6,,Mega Minors,10,5,5,,49:24
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Icebox,Natus Vincere,13,10,3,,Apeks,4,2,2,,37:53
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Sunset,Natus Vincere,6,4,2,,Apeks,13,5,8,,40:00
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Corrode,Natus Vincere,13,9,4,,Apeks,3,0,3,,37:03
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,Sunset,Team Vitality,10,6,4,,GIANTX,13,7,6,,51:20
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,Bind,Team Vitality,11,5,6,,GIANTX,13,6,7,,52:27
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Bind,FUT Esports,7,4,3,,Gentle Mates,13,5,8,,45:43
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Sunset,FUT Esports,13,8,5,,Gentle Mates,5,1,4,,44:06
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Lotus,FUT Esports,16,5,7,4,Gentle Mates,14,5,7,2,1:07:52
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Bind,Team Liquid,13,9,4,,KOI,4,1,3,,36:55
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Icebox,Team Liquid,10,5,5,,KOI,13,6,7,,49:30
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Lotus,Team Liquid,13,7,6,,KOI,8,3,5,,44:29
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,Icebox,Team Heretics,5,1,4,,BBL Esports,13,2,11,,42:33
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,Haven,Team Heretics,13,9,4,,BBL Esports,9,6,3,,48:26
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,Sunset,Team Heretics,13,6,7,,BBL Esports,11,5,6,,50:17
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Bind,FNATIC,13,7,6,,Karmine Corp,7,2,5,,45:35
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Lotus,FNATIC,10,5,5,,Karmine Corp,13,6,7,,59:44
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Icebox,FNATIC,13,6,7,,Karmine Corp,11,5,6,,59:55
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Icebox,Apeks,7,5,2,,Karmine Corp,13,6,7,,48:44
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Sunset,Apeks,13,5,8,,Karmine Corp,11,4,7,,55:12
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Lotus,Apeks,11,7,4,,Karmine Corp,13,8,5,,52:28
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Icebox,GIANTX,13,5,8,,BBL Esports,7,0,7,,46:28
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Lotus,GIANTX,11,6,5,,BBL Esports,13,7,6,,52:20
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,Corrode,GIANTX,13,3,10,,BBL Esports,11,2,9,,52:40
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Corrode,Team Liquid,13,8,5,,Natus Vincere,7,3,4,,48:39
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Team Liquid vs Natus Vincere,Sunset,Team Liquid,13,9,4,,Natus Vincere,4,1,3,,36:42
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Corrode,Gentle Mates,12,9,3,0,Team Heretics,14,9,3,2,1:00:46
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Ascent,Gentle Mates,14,10,2,2,Team Heretics,12,10,2,0,55:23
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Bind,Gentle Mates,5,3,2,,Team Heretics,13,4,9,,45:40
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Haven,FUT Esports,2,2,0,,Team Vitality,13,3,10,,34:48
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Lotus,FUT Esports,5,4,1,,Team Vitality,13,5,8,,41:46
VCT 2025: EMEA Stage 2,Group Stage,Week 2,KOI vs FNATIC,Ascent,KOI,7,4,3,,FNATIC,13,5,8,,47:44
VCT 2025: EMEA Stage 2,Group Stage,Week 2,KOI vs FNATIC,Haven,KOI,11,6,5,,FNATIC,13,7,6,,50:43
VCT 2025: EMEA Stage 2,Group Stage,Week 3,FUT Esports vs GIANTX,Sunset,FUT Esports,11,4,7,,GIANTX,13,5,8,,53:30
VCT 2025: EMEA Stage 2,Group Stage,Week 3,FUT Esports vs GIANTX,Haven,FUT Esports,13,7,6,,GIANTX,6,1,5,,40:51
VCT 2025: EMEA Stage 2,Group Stage,Week 3,FUT Esports vs GIANTX,Bind,FUT Esports,13,7,6,,GIANTX,5,0,5,,42:45
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Gentle Mates vs BBL Esports,Sunset,Gentle Mates,3,3,0,,BBL Esports,13,4,9,,34:04
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Gentle Mates vs BBL Esports,Lotus,Gentle Mates,12,10,2,0,BBL Esports,14,10,2,2,56:07
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Team Liquid vs Apeks,Ascent,Team Liquid,14,4,8,2,Apeks,12,4,8,0,1:02:42
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Team Liquid vs Apeks,Corrode,Team Liquid,11,8,3,,Apeks,13,9,4,,56:02
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Team Liquid vs Apeks,Lotus,Team Liquid,13,10,3,,Apeks,6,4,2,,41:03
VCT 2025: EMEA Stage 2,Group Stage,Week 3,KOI vs Karmine Corp,Lotus,KOI,13,9,4,,Karmine Corp,9,6,3,,49:47
VCT 2025: EMEA Stage 2,Group Stage,Week 3,KOI vs Karmine Corp,Sunset,KOI,2,2,0,,Karmine Corp,13,3,10,,32:23
VCT 2025: EMEA Stage 2,Group Stage,Week 3,KOI vs Karmine Corp,Haven,KOI,4,4,0,,Karmine Corp,13,5,8,,39:57
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Natus Vincere vs FNATIC,Ascent,Natus Vincere,13,7,6,,FNATIC,10,5,5,,50:52
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Natus Vincere vs FNATIC,Icebox,Natus Vincere,11,7,4,,FNATIC,13,8,5,,55:16
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Natus Vincere vs FNATIC,Bind,Natus Vincere,13,8,4,1,FNATIC,15,8,4,3,1:05:04
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Team Vitality vs Team Heretics,Haven,Team Vitality,11,7,4,,Team Heretics,13,8,5,,55:37
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Team Vitality vs Team Heretics,Ascent,Team Vitality,9,8,1,,Team Heretics,13,9,4,,55:35
VCT 2025: EMEA Stage 2,Group Stage,Week 4,FUT Esports vs Team Heretics,Haven,FUT Esports,6,5,1,,Team Heretics,13,6,7,,43:48
VCT 2025: EMEA Stage 2,Group Stage,Week 4,FUT Esports vs Team Heretics,Bind,FUT Esports,7,5,2,,Team Heretics,13,6,7,,47:01
VCT 2025: EMEA Stage 2,Group Stage,Week 4,KOI vs Apeks,Lotus,KOI,9,6,3,,Apeks,13,7,6,,47:51
VCT 2025: EMEA Stage 2,Group Stage,Week 4,KOI vs Apeks,Ascent,KOI,13,8,5,,Apeks,4,0,4,,37:38
VCT 2025: EMEA Stage 2,Group Stage,Week 4,KOI vs Apeks,Haven,KOI,13,8,5,,Apeks,8,4,4,,44:40
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Gentle Mates vs GIANTX,Corrode,Gentle Mates,13,10,3,,GIANTX,8,6,2,,38:43
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Gentle Mates vs GIANTX,Ascent,Gentle Mates,12,9,3,0,GIANTX,14,9,3,2,54:31
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Gentle Mates vs GIANTX,Haven,Gentle Mates,4,4,0,,GIANTX,13,5,8,,37:00
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Natus Vincere vs Karmine Corp,Sunset,Natus Vincere,14,7,5,2,Karmine Corp,12,7,5,0,1:02:25
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Natus Vincere vs Karmine Corp,Corrode,Natus Vincere,13,9,4,,Karmine Corp,8,5,3,,45:07
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Vitality vs BBL Esports,Lotus,Team Vitality,13,6,7,,BBL Esports,11,5,6,,1:01:25
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Vitality vs BBL Esports,Icebox,Team Vitality,7,7,0,,BBL Esports,13,8,5,,45:57
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Vitality vs BBL Esports,Bind,Team Vitality,10,5,5,,BBL Esports,13,6,7,,50:28
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Liquid vs FNATIC,Bind,Team Liquid,14,7,5,2,FNATIC,12,7,5,0,59:24
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Liquid vs FNATIC,Ascent,Team Liquid,13,11,2,,FNATIC,1,0,1,,33:06
VCT 2025: EMEA Stage 2,Group Stage,Week 5,KOI vs Natus Vincere,Icebox,KOI,9,5,4,,Natus Vincere,13,6,7,,50:15
VCT 2025: EMEA Stage 2,Group Stage,Week 5,KOI vs Natus Vincere,Corrode,KOI,16,5,7,4,Natus Vincere,14,5,7,2,1:06:20
VCT 2025: EMEA Stage 2,Group Stage,Week 5,KOI vs Natus Vincere,Ascent,KOI,3,2,1,,Natus Vincere,13,3,10,,34:43
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Apeks vs FNATIC,Bind,Apeks,5,5,0,,FNATIC,13,6,7,,41:24
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Apeks vs FNATIC,Lotus,Apeks,10,8,2,,FNATIC,13,9,4,,48:13
VCT 2025: EMEA Stage 2,Group Stage,Week 5,GIANTX vs Team Heretics,Ascent,GIANTX,7,5,2,,Team Heretics,13,6,7,,51:35
VCT 2025: EMEA Stage 2,Group Stage,Week 5,GIANTX vs Team Heretics,Haven,GIANTX,3,2,1,,Team Heretics,13,3,10,,35:14
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Gentle Mates vs Team Vitality,Corrode,Gentle Mates,4,3,1,,Team Vitality,13,4,9,,35:04
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Gentle Mates vs Team Vitality,Lotus,Gentle Mates,13,4,9,,Team Vitality,9,1,8,,47:26
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Gentle Mates vs Team Vitality,Ascent,Gentle Mates,10,8,2,,Team Vitality,13,9,4,,47:56
VCT 2025: EMEA Stage 2,Group Stage,Week 5,FUT Esports vs BBL Esports,Sunset,FUT Esports,11,5,6,,BBL Esports,13,6,7,,55:48
VCT 2025: EMEA Stage 2,Group Stage,Week 5,FUT Esports vs BBL Esports,Ascent,FUT Esports,9,4,5,,BBL Esports,13,5,8,,48:06
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Team Liquid vs Karmine Corp,Lotus,Team Liquid,14,6,6,2,Karmine Corp,12,6,6,0,56:21
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Team Liquid vs Karmine Corp,Bind,Team Liquid,13,8,4,1,Karmine Corp,15,8,4,3,1:09:47
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Team Liquid vs Karmine Corp,Sunset,Team Liquid,12,7,5,0,Karmine Corp,14,7,5,2,1:01:49
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,FNATIC vs BBL Esports,Corrode,FNATIC,13,6,7,,BBL Esports,7,1,6,,44:28
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,FNATIC vs BBL Esports,Ascent,FNATIC,7,5,2,,BBL Esports,13,6,7,,44:02
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,FNATIC vs BBL Esports,Haven,FNATIC,9,8,1,,BBL Esports,13,9,4,,55:16
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,Bind,GIANTX,5,3,2,,Natus Vincere,13,4,9,,38:30
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,Haven,GIANTX,13,7,6,,Natus Vincere,8,3,5,,43:41
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,Ascent,GIANTX,13,9,4,,Natus Vincere,6,3,3,,39:54
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Icebox,Team Heretics,6,4,2,,BBL Esports,13,5,8,,45:20
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Ascent,Team Heretics,11,6,5,,BBL Esports,13,7,6,,50:46
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,Sunset,Team Liquid,13,11,2,,GIANTX,4,3,1,,30:22
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,Corrode,Team Liquid,11,3,8,,GIANTX,13,4,9,,52:49
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Liquid vs GIANTX,Ascent,Team Liquid,14,5,7,2,GIANTX,12,5,7,0,54:05
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,Haven,FNATIC,12,5,7,0,Karmine Corp,14,5,7,2,1:04:18
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,Corrode,FNATIC,14,4,8,2,Karmine Corp,12,4,8,0,1:00:01
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,Bind,FNATIC,13,5,8,,Karmine Corp,8,1,7,,53:18
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Natus Vincere vs Team Vitality,Haven,Natus Vincere,13,6,7,,Team Vitality,7,1,6,,52:20
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Natus Vincere vs Team Vitality,Bind,Natus Vincere,13,9,4,,Team Vitality,11,8,3,,57:26
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,Lotus,GIANTX,13,7,6,,FNATIC,10,5,5,,53:22
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,Sunset,GIANTX,13,8,5,,FNATIC,10,6,4,,49:43
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,Icebox,Team Heretics,3,3,0,,Natus Vincere,13,4,9,,41:04
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,Haven,Team Heretics,7,5,2,,Natus Vincere,13,6,7,,44:25
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Ascent,BBL Esports,10,5,5,,Team Liquid,13,6,7,,51:22
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Sunset,BBL Esports,13,8,5,,Team Liquid,10,6,4,,54:47
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Bind,BBL Esports,12,7,5,0,Team Liquid,14,7,5,2,56:20
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,Icebox,GIANTX,6,3,3,,Natus Vincere,13,4,9,,43:11
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,Sunset,GIANTX,13,7,6,,Natus Vincere,6,1,5,,41:06
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,Haven,GIANTX,13,9,4,,Natus Vincere,4,1,3,,37:42
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,Ascent,BBL Esports,2,2,0,,GIANTX,13,3,10,,31:37
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,Sunset,BBL Esports,8,3,5,,GIANTX,13,4,9,,45:02
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,Bind,BBL Esports,6,5,1,,GIANTX,13,6,7,,40:32
VCT 2025: EMEA Stage 2,Showmatch,Main Event,Team France vs Team EMEA,Corrode,Team France,7,5,2,,Team EMEA,13,6,7,,40:26
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Bind,Team Liquid,13,5,8,,GIANTX,10,3,7,,51:30
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Lotus,Team Liquid,13,5,8,,GIANTX,9,2,7,,42:05
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Sunset,Team Liquid,13,6,7,,GIANTX,10,4,6,,50:30
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs TALON,Bind,BOOM Esports,8,3,5,,TALON,13,4,9,,1:20:55
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs TALON,Icebox,BOOM Esports,3,2,1,,TALON,13,3,10,,30:53
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Sunset,Nongshim RedForce,8,5,3,,Team Secret,13,6,7,,51:34
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Ascent,Nongshim RedForce,13,6,7,,Team Secret,10,4,6,,54:32
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Nongshim RedForce vs Team Secret,Lotus,Nongshim RedForce,13,9,4,,Team Secret,3,0,3,,35:21
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,Haven,T1,15,2,10,3,Paper Rex,17,2,10,5,1:21:18
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,Lotus,T1,12,6,6,0,Paper Rex,14,6,6,2,50:36
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Gen.G,Haven,DRX,8,3,5,,Gen.G,13,4,9,,51:12
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Gen.G,Corrode,DRX,6,2,4,,Gen.G,13,3,10,,52:30
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,Corrode,Rex Regum Qeon,7,3,4,,Global Esports,13,4,9,,46:06
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,Haven,Rex Regum Qeon,5,3,2,,Global Esports,13,4,9,,1:13:03
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,Haven,ZETA DIVISION,1,1,0,,DetonatioN FocusMe,13,2,11,,38:19
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,Lotus,ZETA DIVISION,13,11,2,,DetonatioN FocusMe,1,0,1,,32:32
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,Icebox,ZETA DIVISION,7,4,3,,DetonatioN FocusMe,13,5,8,,48:02
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Icebox,DRX,13,7,6,,Nongshim RedForce,5,0,5,,1:02:37
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Bind,DRX,4,4,0,,Nongshim RedForce,13,5,8,,40:26
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Lotus,DRX,13,6,7,,Nongshim RedForce,11,5,6,,58:52
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs T1,Ascent,BOOM Esports,9,4,5,,T1,13,5,8,,57:51
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs T1,Corrode,BOOM Esports,10,6,4,,T1,13,7,6,,52:33
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Bind,Global Esports,5,4,1,,Team Secret,13,5,8,,58:16
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Corrode,Global Esports,13,9,4,,Team Secret,9,6,3,,49:46
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Lotus,Global Esports,11,2,9,,Team Secret,13,3,10,,1:00:20
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,Haven,Paper Rex,13,8,5,,DetonatioN FocusMe,7,3,4,,43:26
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Paper Rex vs DetonatioN FocusMe,Lotus,Paper Rex,13,6,7,,DetonatioN FocusMe,7,1,6,,51:18
VCT 2025: Pacific Stage 2,Group Stage,Week 1,TALON vs ZETA DIVISION,Icebox,TALON,13,8,5,,ZETA DIVISION,5,1,4,,55:59
VCT 2025: Pacific Stage 2,Group Stage,Week 1,TALON vs ZETA DIVISION,Bind,TALON,13,8,5,,ZETA DIVISION,6,2,4,,40:26
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Ascent,Rex Regum Qeon,6,2,4,,Gen.G,13,3,10,,45:39
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Haven,Rex Regum Qeon,13,4,9,,Gen.G,11,3,8,,55:40
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,Sunset,Rex Regum Qeon,13,7,6,,Gen.G,6,1,5,,52:02
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Icebox,Gen.G,3,1,2,,Global Esports,13,2,11,,51:16
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Haven,Gen.G,13,11,2,,Global Esports,3,2,1,,38:00
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,Corrode,Gen.G,13,9,4,,Global Esports,7,4,3,,49:30
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Corrode,TALON,13,5,8,,DetonatioN FocusMe,9,2,7,,50:13
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Icebox,TALON,8,7,1,,DetonatioN FocusMe,13,8,5,,49:18
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,Sunset,TALON,9,6,3,,DetonatioN FocusMe,13,7,6,,58:39
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,Corrode,T1,13,8,5,,ZETA DIVISION,8,4,4,,1:13:36
VCT 2025: Pacific Stage 2,Group Stage,Week 2,T1 vs ZETA DIVISION,Sunset,T1,13,9,4,,ZETA DIVISION,6,3,3,,36:01
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Corrode,Rex Regum Qeon,11,6,5,,Nongshim RedForce,13,7,6,,54:18
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Haven,Rex Regum Qeon,13,8,5,,Nongshim RedForce,8,4,4,,44:12
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Icebox,Rex Regum Qeon,13,9,4,,Nongshim RedForce,3,0,3,,38:09
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,Corrode,DRX,13,10,3,,Team Secret,4,2,2,,38:24
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,Icebox,DRX,13,9,4,,Team Secret,4,1,3,,59:02
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,BOOM Esports,8,3,5,,Paper Rex,13,4,9,,55:27
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Lotus,BOOM Esports,10,3,7,,Paper Rex,13,4,9,,46:58
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Lotus,Gen.G,13,10,3,,Team Secret,3,1,2,,55:35
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,Ascent,Gen.G,13,9,4,,Team Secret,8,5,3,,43:31
VCT 2025: Pacific Stage 2,Group Stage,Week 3,TALON vs T1,Corrode,TALON,13,9,4,,T1,10,7,3,,58:28
VCT 2025: Pacific Stage 2,Group Stage,Week 3,TALON vs T1,Lotus,TALON,13,8,5,,T1,6,2,4,,40:24
